docid,title,text,tokencount,category,lineid
238,Corinna Cortes," corinna cortes be a danish computer scientist know for her contribution to machine learning . She be currently the head of google research , new york . cortes be a recipient of the paris kanellakis theory and practice award for her work on theoretical foundation of support vector machine . ",50,Machine learning researchers,0
239,Gremlin (programming language)," gremlin be a graph traversal language and virtual machine develop by apache tinkerpop of the apache software foundation . gremlin work for both oltp - base graph database as well as olap - base graph processor . gremlin 's automaton and functional language foundation enable gremlin to naturally support imperative and declarative querying , host language agnosticism , user - define domain specific language , an extensible compiler / optimizer , single- and multi - machine execution model , hybrid depth- and breadth - first evaluation , as well as turing completeness . ",93,Data mining and machine learning software,0
239,Gremlin (programming language)," as an explanatory analogy , apache tinkerpop and gremlin be to graph database what the jdbc and sql be to relational database . likewise , the gremlin traversal machine be to graph computing as what the java virtual machine be to general purpose computing . ",45,Data mining and machine learning software,1
240,Stability (learning theory)," stability , also know as algorithmic stability , be a notion in computational learning theory of how a   machine learn algorithm be perturb by small change to its input . a stable learning algorithm be one for which the prediction do not change much when the training datum be modify slightly . for instance , consider a machine learn algorithm that be be train to recognize handwritten letter of the alphabet , use 1000 example of handwritten letter and their label ( "" a "" to "" z "" ) as a training set . one way to modify this training set be to leave out an example , so that only 999 example of handwritten letter and their label be available . a stable learning algorithm would produce a similar classifier with both the 1000-element and 999-element training set . 
 stability can be study for many type of learning problem , from language learn to inverse problem in physics and engineering , as it be a property of the learning process rather than the type of information be learn . the study of stability gain importance in computational learning theory in the 2000s when it be show to have a connection with generalization . It be show that for large class of learn algorithm , notably empirical risk minimization algorithm , certain type of stability ensure good generalization . ",232,Machine learning,0
241,Mlpy," mlpy be a python , open - source , machine learn library build on top of numpy / scipy , the gnu scientific library and it make an extensive use of the cython language . mlpy provide a wide range of state - of - the - art machine learn method for supervised and unsupervised problem and it be aim at find a reasonable compromise among modularity , maintainability , reproducibility , usability and efficiency . mlpy be multiplatform , it work with python 2 and 3 and it be distribute under gpl3 . ",94,Data mining and machine learning software,0
241,Mlpy," suit for general - purpose machine learning task , soleymani et al ( 2011 ) . continuous emotion detection in response to music video . ieee international conference on automatic face & gesture recognition and workshops 2011.megies , t. et al ( 2011 ) . obspy – what can it do for datum center and observatory ? annals of geophysics , 2011.nguyen , m. h ( 2010 ) . nguyen et al . optimal feature selection for support vector machine . pattern recognition , 2010.santana r. ( 2011 ) r. santana . estimation of distribution algorithm : from available implementation to potential development . proceeding of the 13th annual conference companion on genetic and evolutionary computation , 2011 . mlpy 's motivate application field be bioinformatic , i.e. the analysis of high throughput omic datum . wuchty s. ( 2010 ) . gene pathway and subnetwork distinguish between major glioma subtype and elucidate potential underlying biology . journal of biomedical informatics , 2010 ",163,Data mining and machine learning software,1
242,Feature scaling," feature scaling be a method use to normalize the range of independent variable or feature of datum . in datum processing , it be also know as datum normalization and be generally perform during the datum preprocess step . ",39,Machine learning,0
243,Skill chaining, skill chain be a skill discovery method in continuous reinforcement learning . ,12,Machine learning algorithms,0
244,MetaboAnalyst," metaboanalyst be a set of online tool for metabolomic datum analysis and interpretation , create by member of the wishart research group at the university of alberta . It be first release in may 2009 and version 2.0 be release in january 2012 . metaboanalyst provide a variety of analysis method that have be tailor for metabolomic datum . these method include metabolomic datum processing , normalization , multivariate statistical analysis , and datum annotation . the current version be focus on biomarker discovery and classification . 
 metaboanalyst support a wide variety of datum input type commonly generate by metabolomic study include gc / lc - ms raw spectra , ms / nmr peak list , nmr / ms peak intensity table , nmr / ms spectral bin , and metabolite concentration . ",134,Data analysis software,0
244,MetaboAnalyst," metaboanalyst have four module : 
  data processing 
  statistical analysis ( one - factor , two - factor , and time - series datum ) 
  functional enrichment analysis 
  metabolic pathway analysis ",34,Data analysis software,1
244,MetaboAnalyst," the table below summarize the main feature of each functional module . 
  1 . data processing   2 . statistical analysis   3 . functional enrichment analysis peak detection   univariate analysis   over representation analysis   retention time correction   dimension reduction   single sample profiling   peak alignment   feature selection   quantitative enrichment analysis   baseline filtering   cluster analysis    data integrity check   classification   4 . metabolic pathway analysis missing value imputation   two - way anova   enrichment analysis    asca   topology analysis    temporal comparison   interactive visualization ",98,Data analysis software,2
244,MetaboAnalyst, metaboanalyst generate a pdf report that include a write record of each analysis step and display result in graphical and tabular format . user can also download process data file and png image file . ,35,Data analysis software,3
244,MetaboAnalyst," metaboanalyst be part of a suite of metabolomic database that also include human metabolome database ( hmdb ) , hmdb drugbank , drugbank toxin and toxin - target database , t3db and the small molecule pathway database . smpdb the hmdb have over 7900 human metabolite and roughly 7200 associated dna and protein sequence , that be link to these metabolite entry . while drugbank include information on 6707 drug and 4228 non - redundant drug target , enzyme , transporter , and carrier , t3db house over 2900 common toxin and environmental pollutant . the suite be round out by smpdb with its pathway diagram for more than 350 human metabolic and disease pathway . ",116,Data analysis software,4
245,Vowpal Wabbit," vowpal wabbit ( also know as "" vw "" ) be an open - source fast out - of - core machine learn system library and program   develop originally at   yahoo ! research , and currently at microsoft research .   It be start and be lead by john langford . vowpal wabbit be notable as an efficient scalable implementation of online machine learn with support for a number of machine learn reduction , importance weighting , and a selection of different loss function and optimization algorithm . ",90,Data mining and machine learning software,0
246,Heikki Mannila," heikki mannila ( bear 1960 ) be a finnish computer scientist , the president of the academy of finland . 
 mannila earn his ph.d. in 1985 from the university of helsinki under the supervision of esko ukkonenmathematical genealogy of heikki mannila from the international association for cryptologic research , retrieve 2012 - 02 - 25 . ( who be president of the academy of finland ) and for many year he be a professor at the university of helsinki himself . from 2004 to 2008 he be academy professor at the academy of finland . He become vice president for academic affairs at aalto university in 2009 , and be appoint by the finnish government as president of the academy of finland for a term last from 2012 to 2017.heikki mannila appoint as president of the academy of finland , finnish ministry of education and culture , december 19 , 2011 , retrieve 2012 - 02 - 25.heikki mannila take office as president of the academy of finland , university of helsinki computer science department , retrieve 2012 - 02 - 25 . the appointment be renew for the period 2017–2022 . ",193,Machine learning researchers,0
246,Heikki Mannila," mannila be know for his research in datum mining , and have publish highly cite paper on association rule learn . . . and sequence mining .. with david hand and padhraic smyth , he be the co - author of the book principles of data mining ( mit press , 2001).review of principles of data mining , ashish p sanil ( 2003 ) , j. amer . stat . assoc . 98 ( 461 ) : 252–253 , . ",80,Machine learning researchers,1
247,LIONsolver," lionsolver be an integrated software for datum mining , business intelligence , analytic , and modeling 
 learning and intelligent optimization 
  and reactive business intelligence approach . 
  a non - profit version be available as lionoso . ",39,Data analysis software,0
247,LIONsolver," lionsolver can be use to build model , visualize them , and improve business and engineering process . 
 It be a tool for decision make base on datum and quantitative model , it can be connect to most database 
 and external program , it be fully integrate with the grapheur business intelligence   software and intend for more advanced user , interested in design business logic and process and not only in simple analytic and visualization task . ",80,Data analysis software,1
248,Yasuo Matsuyama," yasuo matsuyama ( bear march 23 , 1947 ) be a japanese researcher in machine learning and human - aware information processing . ",23,Machine learning researchers,0
248,Yasuo Matsuyama, matsuyama be a professor emeritus and an honorary researcher of the research institute of science and engineering of waseda university . ,21,Machine learning researchers,1
249,Trevor Hastie," trevor john hastie ( bear 27 june 1953 ) be a south african and american statistician and computer scientist . He be currently serve as the john a. overdeck professor of mathematical sciences and professor of statistics at the stanford university . hastie be know for his contribution to apply statistic , especially in the field of machine learning , datum mining , and bioinformatic . He have author several popular book in statistical learning , include the elements of statistical learning : data mining , inference , and prediction . hastie have be list as an isi highly cited author in mathematics by the isi web of knowledge . ",110,Machine learning researchers,0
250,Representer theorem," in statistical learning theory , a representer theorem be any of several related result state that a minimizer f^ { * } of a regularize empirical risk functional define over a reproducing kernel hilbert space can be represent as a finite linear combination of kernel product evaluate on the input point in the training set datum . ",57,Machine learning,0
251,Symbolic data analysis," symbolic datum analysis ( sda ) be an extension of standard datum analysis where symbolic datum table be use as input and symbolic object be make output as a result . the datum unit be call symbolic since they be more complex than standard one , as they not only contain value or category , but also include internal variation and structure . sda be base on four space : the space of individual , the space of concept , the space of description , and the space of symbolic object . the space of description model individual , while the space of symbolic object model concept 
 . ",109,Data analysis,0
252,SolveIT Software," solveit software pty ltd be a provider of advanced planning and scheduling enterprise software for supply and demand optimisation and predictive modelling . base in adelaide , south australia , 70 % of its turnover be generate from software deploy in the mining and bulk material handling sector . ",49,Data mining and machine learning software,0
253,Maltego," maltego be proprietary software use for open - source intelligence and forensic , develop by paterva .   maltego focus on provide a library of transform for discovery of datum from open source , and visualize that information in a graph format , suitable for link analysis and datum mining . ",51,Data analysis software,0
253,Maltego," maltego permit create custom entity , allow it to represent any type of information in addition to the basic entity type which be part of the software .   the basic focus of the application be analyze real - world relationship ( social network and computer network node ) between people , group , webpages , domain , network , internet infrastructure , and affiliation with online service such as twitter and facebook . among its datum source be dns record , whois record , search engine , online social network , various api and various meta datum . ",99,Data analysis software,1
254,CellCognition," cellcognition be a free open - source computational framework for quantitative analysis of high - throughput fluorescence microscopy ( time - lapse ) image in the field of bioimage informatic and system microscopy . the cellcognition framework use image processing , computer vision and machine learning technique for single - cell tracking and classification of cell morphology . this enable measurement of temporal progression of cell phase , model of cellular dynamic and generation of phenotype map . ",78,Data mining and machine learning software,0
255,VIGRA," vigra be the abbreviation for "" vision with generic algorithms "" . It be a free open - source computer vision library which focus on customizable algorithm and datum structure . vigra component can be easily adapt to specific need of target application without compromise execution speed , by use template technique similar to those in the c++ standard template library . ",62,Data mining and machine learning software,0
256,Ilastik, ilastik   be a user - friendly free open source software for image classification and segmentation . no previous experience in image processing be require to run the software . ,30,Data mining and machine learning software,0
257,Google Flu Trends," google flu trends ( gft ) be a web service operate by google . It provide estimate of influenza activity for more than 25 country . by aggregate google search query , it attempt to make accurate prediction about flu activity . this project be first launch in 2008 by google.org to help predict outbreak of flu . ",58,Data analysis software,0
257,Google Flu Trends," google flu trends be now no longer publish current estimate . historical estimate be still available for download , and current datum be offer for declare research purpose . ",29,Data analysis software,1
258,Random indexing," random indexing be a dimensionality reduction method and computational framework for distributional semantic , base on the insight that very - high - dimensional vector space model implementation be impractical , that model need not grow in dimensionality when new item ( e.g. new terminology ) be encounter , and that a high - dimensional model can be project into a space of low dimensionality without compromise l2 distance metric if the result dimension be choose appropriately . 
 this be the original point of the random projection approach to dimension reduction first formulate as the johnson – lindenstrauss lemma , and locality - sensitive hashing have some of the same starting point . random indexing , as use in representation of language , originate from the work of pentti kanervakanerva , pentti , kristoferson , jan and holst , anders ( 2000 ) : random indexing of text samples for latent semantic analysis , proceedings of the 22nd annual conference of the cognitive science society , p.    1036 . mahwah , new jersey : erlbaum , 2000.sahlgren , magnus ( 2005 ) an introduction to random indexing , proceeding of the methods and applications of semantic indexing workshop at the 7th international conference on terminology and knowledge engineering , tke 2005 , august 16 , copenhagen , denmarksahlgren , magnus , holst , anders and pentti kanerva ( 2008 ) permutation as a means to encode order in word space , in proceeding of the 30th annual conference of the cognitive science society : 1300 - 1305.kanerva , pentti ( 2009 ) hyperdimensional computing : an introduction to computing in distributed representation with high - dimensional random vectors , cognitive computation , volume 1 , issue 2 , pp . 139–159.joshi , aditya , johan halseth , and pentti kanerva . "" language recognition use random indexing . "" arxiv preprint arxiv:1412.7026 ( 2014 ) . on sparse distribute memory , and can be describe as an incremental formulation of a random projection . recchia , gabriel , et al . "" encode sequential information in vector space model of semantic : compare holographic reduced representation and random permutation . "" ( 2010 ) : 865 - 870 . ",371,Machine learning,0
258,Random indexing," It can be also verify that random indexing be a random projection technique for the construction of euclidean space — i.e . l2 normed vector space . qasemi zadeh , behrang & handschuh , siegrfi . ( 2014 ) random manhattan indexing , in proceeding of the 25th international workshop on database and expert systems applications . in euclidean space , random projection be elucidate use the johnson – lindenstrauss lemma . 
 johnson , w. and lindenstrauss , j. ( 1984 ) extension of lipschitz mapping into a hilbert space , in contemporary mathematics . american mathematical society , vol . 26 , pp . 189–206 . ",108,Machine learning,1
258,Random indexing," 
 the topsig techniquegeva , s. & de vries , c.m. ( 2011 ) topsig : topology preserving document signatures , in proceedings of conference on information and knowledge management 2011 , 24 - 28 october 2011 , glasgow , scotland . extend the random indexing model to produce bit vector for comparison with the ham distance similarity function . It be use for improve the performance of information retrieval and document clustering . in a similar line of research , random manhattan integer indexing ( rmii)qasemi zadeh , behrang . & handschuh , siegfried . ( 2014 ) random manhattan integer indexing : incremental l1 normed vector space construction , in proceeding of the 2014 conference on empirical methods in natural language processing ( emnlp ) , page 1713–1723 , 
 october 25 - 29 , 2014 , doha , qatar . be propose for improve the performance of the method that employ the manhattan distance between text unit . many random indexing method primarily generate similarity from co - occurrence of item in a corpus . reflexive random indexing ( rri ) cohen t. , schvaneveldt roger & widdows dominic ( 2009 ) reflective random indexing and indirect inference : a scalable method for discovery of implicit connection , journal of biomedical informatics , 43(2):240 - 56 . generate similarity from co - occurrence and from shared occurrence with other item . ",234,Machine learning,2
259,Data analysis expressions," data analysis expressions ( dax ) be the native formula and query language for microsoft powerpivot , power bi desktop and sql server analysis services ( ssas ) tabular model . dax include some of the function that be use in excel formula with additional function that be design to work with relational datum and perform dynamic aggregation . It be , in part , an evolution of the multidimensional expression ( mdx ) language develop by microsoft for analysis services multidimensional model ( often call cube ) combine with excel formula function . It be design to be simple and easy to learn , while expose the power and flexibility of powerpivot and ssas tabular model . ",118,Data analysis software,0
260,Universal portfolio algorithm, the universal portfolio algorithm be a portfolio selection algorithm from the field of machine learning and information theory . the algorithm learn adaptively from historical datum and maximize the log - optimal growth rate in the long run . It be introduce by the late stanford university information theorist thomas m. cover . ,53,Machine learning,0
260,Universal portfolio algorithm, the algorithm rebalanc the portfolio at the beginning of each trading period . at the beginning of the first trading period it start with a naive diversification . in the follow trading period the portfolio composition depend on the historical total return of all possible constant - rebalanc portfolio . ,50,Machine learning,1
261,Astrostatistics," astrostatistic be a discipline which span astrophysic , statistical analysis and datum mining . astrostatistic and astroinformatics portal It be use to process the vast amount of datum produce by automate scanning of the cosmo , to characterize complex dataset , and to link astronomical datum to astrophysical theory .   many branch of statistic be involve in astronomical analysis include nonparametric , multivariate regression and multivariate classification , time series analysis , and especially bayesian inference . ",78,Machine learning,0
262,DIVA software," divadiva homepage ( data - interpolate variational analysis ) allow the spatial interpolation / gridding of datum ( analysis ) in an optimal way , comparable to optimal interpolation ( oi ) , take into account uncertainty on observation . in comparison to standard oi , use in data assimilation , diva , when apply to ocean datum , take into account coastline , sub - basin and advection because of its variational formulation on the real domain . diva formulation calculation be highly optimize and rely on a finite element resolution . tool to generate the finite element mesh be provide as well as tool to optimize the parameter of the analysis . quality control of datum can be perform and error field can be calculate . troupin , c , barth , a , sirjacobs , d , ouberdous , m , brankart , j .- m , brasseur , p , rixen , m , alvera azcarate , a , belounis , m , capet , a , lenartz , f , toussaint , m .- e , & beckers , j .- m. ( 2012 ) . generation of analysis and consistent error field use the data interpolate variational analysis ( diva ) . ocean modelling , 52 - 53 , 90 - 101 . doi:10.1016/j.ocemod.2012.05.002 also detrend of datum be possible . finally 3d and 4d extension be include with emphasis on direct computation of climatology from odvodv homepage   spreadsheet file . 
 the software whose first version be available since 1996,brasseur , p. , beckers , j .- m. , brankart , j .- m. , and schoenauen , r. ( 1996a ) . seasonal temperature and salinity field in the mediterranean sea : climatological analysis of an historical data set . deep - sea research , 43(2):159 - 192 . can now be download at the diva site and be the reference tool for calculate climatology within the seadatanet project . It have also be include as the state - of - the art gridding method in ocean data view . ",349,Data analysis software,0
263,Pipeline Pilot," pipeline pilot be a desktop software program develop by accelrys enterprise platform to process and analyze datum . originally use in the natural science , the product 's basic etl ( extract , transform , load ) and analytic capability have be broaden . the product be now use for data science , etl , reporting , prediction and analytic in a number of sector . the main feature of the product be the ability to design datum workflow use a graphical user interface . the program be an example of visual and dataflow programming . It have use in a variety of setting , such as   cheminformatic and qsar , next generation sequencing , image analysis , and text analytic . ",123,Data mining and machine learning software,0
264,Julia (programming language)," julia be a high - level general - purpose dynamic programming language design for high - performance numerical analysis and computational science .   It be also useful for low - level system programming , as a specification language , with work be do on client and server web use . ",51,Data mining and machine learning software,0
264,Julia (programming language)," distinctive aspect of julia 's design include a type system with parametric polymorphism and type in a fully dynamic programming language and multiple dispatch as its core programming paradigm . It allow concurrent , parallel and distribute computing , and direct calling of c and fortran library without glue code . a just - in - time compiler that be refer to as "" just - ahead - of - time "" in the julia community be use . ",79,Data mining and machine learning software,1
264,Julia (programming language)," julia be garbage - collect , use eager evaluation , and include efficient library for float - point calculation , linear algebra , random number generation , and regular expression matching . many library be available , include some ( e.g. , for fast fourier transform ) that be previously bundle with julia and be now separate.(now available with use fftw in current version ; that dependency be one of many move out of the standard library to a package because it be gpl license , and thus be not include in julia 1.0 by default . ) ",98,Data mining and machine learning software,2
264,Julia (programming language)," tool available for julia include ides ; with integrated tool , e.g. a linter , debugger , and the rebugger.jl package "" support repeat - execution debug "" and more . ",31,Data mining and machine learning software,3
265,Oren Etzioni," oren etzioni ( b. 1964 ) be an american entrepreneur , professor of computer science , and ceo of the allen institute for artificial intelligence . He join the university of washington faculty in 1991 , where he become the washington research foundation entrepreneurship professor in the department of computer science and engineering . in may 2005 , he found and become the director of the university 's turing center . the center investigate problem in datum mining , natural language processing , the semantic web and other web search topic . etzioni coin the term machine reading and create the first commercial comparison shopping agent . ",107,Machine learning researchers,0
266,Dlib," dlib be a general purpose cross - platform software library write in the programming language c++ . Its design be heavily influence by idea from design by contract and component - base software engineering . thus it be , first and foremost , a set of independent software component . It be open - source software release under a boost software license . ",63,Data mining and machine learning software,0
266,Dlib," since development begin in 2002 , dlib have grow to include a wide variety of tool . as of 2016 , it contain software component for deal with networking , thread , graphical user interface , data structure , linear algebra , machine learning , image processing , datum mining , xml and text parse , numerical optimization , bayesian network , and many other task . in recent year , much of the development have be focus on create a broad set of statistical machine learning tool and in 2009 dlib be publish in the journal of machine learning research . since then it have be use in a wide range of domain . scholarly research use dlibdlib on mloss.orgautonome mobile systeme 2009ess : extremely simple serialization for c++yan , junchi , et al . "" online incremental regression for electricity price prediction . "" service operations and logistics , and informatics ( soli ) , 2012 ieee international conference on . ieee , 2012 . kuijf , hugo j. , max a. viergever , and koen l. vincken . "" automatic extraction of the curved midsagittal brain surface on mr images . "" medical computer vision . recognition techniques and applications in medical imaging . springer berlin heidelberg , 2013 . 225 - 232 . bormann , richard klaus eduard . "" vision - base place categorization . "" ( 2010).brodu , nicolas , and dimitri lague . "" 3d terrestrial lidar datum classification of complex natural scene use a multi - scale dimensionality criterion : application in geomorphology . "" isprs journal of photogrammetry and remote sensing 68 ( 2012 ) : 121–134.aung , zeyar , et al . "" towards accurate electricity load forecasting in smart grid . "" dbkda 2012 , the fourth international conference on advance in databases , knowledge , and data applications . 2012.rodriguez , alberto , et al . "" abort and retry in grasping . "" intelligent robots and systems ( iros ) , 2011 ieee / rsj international conference on . ieee , 2011 . mohan , vandana , et al . "" intraoperative prediction of tumor cell concentration from mass spectrometry imaging . "" int . symp . math . theo . netw . syst . 2010.nakashima , yuta , noboru babaguchi , and jianping fan . "" detect intend human object in human - capture video . "" computer vision and pattern recognition workshops ( cvprw ) , 2010 ieee computer society conference on . ieee , 2010 . ",422,Data mining and machine learning software,1
267,Rayid Ghani," rayid ghani be the director of the center for data science and public policy , research associate professor in the department of computer science , and a senior fellow at the harris school of public policy at the   university of chicago . He be also the co - founder of edgeflip , an analytic startup that grow out of the obama 2012 campaign , focus on social medium product for non - profit , advocacy group , and charity . ",81,Machine learning researchers,0
267,Rayid Ghani," ghani start and run the eric & wendy schmidt data science for social good summer fellowship ,   at the university of chicago . ",24,Machine learning researchers,1
268,Artificial precision," in numerical mathematic , artificial precision be a source of error that occur when a numerical value or semantic be express with more precision than be initially provide from measurement or user input . 
 for example , a person enter their birthday as the date 1984 - 01 - 01 but it be store in a database as 1984 - 01 - 01t00:00:00z which introduce the artificial precision of the hour , minute , and second they be bear , and may even affect the date , depend on the user 's actual place of birth . this be also an example of false precision , which be artificial precision specifically of numerical quantity or measure . ",118,Data analysis,0
269,Data-informed decision-making," data - inform decision - making ( didm ) give reference to the collection and analysis of datum to guide decision that improve success . u.s. department of education office of planning , evaluation and policy development ( 2009 ) . implement data - inform decision making in school : teacher access , support and use . united states department of education ( eric document reproduction service no . ed504191 ) didm be use in education community ( where datum be use with the goal of help student and improve curriculum ) but be also applicable to ( and thus also use in ) other field in which data be use to inform decision . while datum base decision making be a more common term , data - inform decision - making be a preferable term since decision should not be base solely on quantitative datum . knapp , m. s. , swinnerton , j. a. , copland , m. a. , & monpas - hubar , j. ( 2006 ) . data - inform leadership in education . seattle , wa : center for the study of teaching and policy . most educator have access to a data system for the purpose of analyze student datum . aaron , d. ( 2009 ) .    report find state on course to build pupil - data system . education week , 29(13 ) , 6 . these datum system present datum to educator in an over - the - counter datum format ( embed label , supplemental documentation , and a help system , make key package / display and content decision ) to improve the success of educators’ datum - inform decision - making . rankin , j. ( 2013 , march 28 ) . how datum systems & report can either fight or propagate the datum analysis error epidemic , and how educator leader can help . presentation conduct from technology information center for administrative leadership ( tical ) school leadership summit . in business , foster and actively support didm in their firm and among their colleague could be the main rôle of cio ( chief information officers ) or cdos ( chief data officers).delort p. 2012 . iccp technology foresight forum - "" harnessing datum as a new source of growth : big datum analytic and policy "" . oecd , 2012 ",396,Data analysis,0
269,Data-informed decision-making," assessment in high education be a form of didm aim at use evidence of what student learn to improve curriculum , student learning , and teaching . standardized test , grade , and student work score by rubric be form of student learn outcome assessment . there be numerous organization aim at promote the assessment of student learn through didm include the national institute for learning outcomes assessment , the association for the assessment of student learning in higher education , and , to an extent , the association of american colleges and universities . ",95,Data analysis,1
270,Massive Online Analysis," massive online analysis ( moa ) be a free open - source software project specific for data stream mining with concept drift . It be write in java and develop at the university of waikato , new zealand . ",39,Data mining and machine learning software,0
271,Jubatus," jubatus be an open - source online machine learning and distribute computing framework that be develop at nippon telegraph and telephone and preferred infrastructure . jubatus have many feature like classification , recommendation , regression , anomaly detection , and graph mining . 
 It support many client language c++ , java , ruby , and python . 
 jubatus use iterative parameter mixtureryan mcdonald , k. hall and g. mann , distributed training strategies for the structured perceptron , north american association for computational linguistics ( naacl ) , 2010.gideon mann , r. mcdonald , m. mohri , n. silberman , and d. walker , efficient large - scale distributed training of conditional maximum entropy models , neural information processing systems ( nips ) , 2009 . for distribute machine learning . ",133,Data mining and machine learning software,0
272,Tanagra (machine learning)," tanagra be a free suite of machine learn software for research and academic purpose 
 develop by ricco rakotomalala at the lumière university lyon 2 , france . 
 tanagra support several standard datum mining task such as : visualization , descriptive statistic , instance selection , feature selection , feature construction , regression , factor analysis , clustering , classification and association rule learn . ",66,Data mining and machine learning software,0
272,Tanagra (machine learning)," tanagra be an academic project . It be widely use in french - speak university . g. gregoire , f.x. jollois , j.f. petiot , a. qannari , s. sabourin , p. swertwaegher , j.c. turlot , v. vandewalle , s. viguier - pla , "" software and statistic teach in stid department of iut "" , in statistique et enseignement , 2(2 ) , 5 - 24 , 2011 . tanagra be frequently use in real studiess.g. jacob and r.g. ramani , "" evolve efficient clustering and classification patterns in lymphography data through data mining techniques "" , in international journal on soft computing ( ijsc ) , 3(3 ) , 119 - 132 , 2012.e. kirkos , c. spathis , a. nanopoulos , y. manolopoulos , "" identify qualified auditor 's opinion : a data mining approach "" , in journal of emerging technologies in accounting , 4(1 ) , 183 - 197 , 2007 . and in software comparison paper . r.m. rahman and f. afroz , "" comparison of various classification technique use different data mining tools for diabete diagnosis "" , in journal of software engineering and applications , 6 , 85 - 97 , 2013.h. solanki "" comparative study of data mining tools and analysis with unified data mining theory "" , in international journal of computer applications , 75(16 ) , 23 - 28 , 2013 . ",234,Data mining and machine learning software,1
273,Programming with Big Data in R," programming with big data in r ( pbdr ) be a series of r package and an environment for statistical computing with big datum by use high - performance statistical computation . the pbdr use the same programming language as r with s3/s4 class and method which be use among statistician and datum miner for develop statistical software . the significant difference between pbdr and r code be that pbdr mainly focus on distribute memory system , where datum be distribute across several processor and analyze in a batch mode , while communication between processor be base on mpi that be easily use in large high - performance computing ( hpc ) system . r system mainly focus on single multi - core machine for datum analysis via an interactive mode such as gui interface . ",136,Data mining and machine learning software,0
273,Programming with Big Data in R," two main implementation in r use mpi be rmpi and pbdmpi of pbdr. 
  the pbdr build on pbdmpi use spmd parallelism where every processor be consider as worker and own part of datum . the spmd parallelism introduce in mid 1980 be particularly efficient in homogeneous computing environment for large datum , for example , perform singular value decomposition on a large matrix , or perform cluster analysis on high - dimensional large datum . on the other hand , there be no restriction to use manager / worker parallelism in spmd parallelism environment . 
  the rmpi use manager / worker parallelism where one main processor ( manager ) server as the control of all other processor ( worker ) . the manager / worker parallelism introduce around early 2000 be particularly efficient for large task in small cluster , for example , bootstrap method and monte carlo simulation in applied statistic since i.i.d . assumption be commonly use in most statistical analysis . in particular , task pull parallelism have good performance for rmpi in heterogeneous computing environment . 
 the idea of spmd parallelism be to let every processor do the same amount of work , but on different part of a large datum set . for example , a modern gpu be a large collection of slow co - processor that can simply apply the same computation on different part of relatively small datum , but the spmd parallelism end up with an efficient way to obtain final solution ( i.e. time to solution be short ) . It be clear that pbdr be not only suitable for small cluster , but be also more stable for analyze big datum and more scalable for supercomputer . in short , pbdr 
  do not like rmpi ,   nor parallel package in r , 
  do not focus on interactive computing nor master / worker , 
  but be able to use both spmd and task parallelism . ",332,Data mining and machine learning software,1
274,H2O (software), h2o be open - source software for big - data analysis . It be produce by the company h2o.ai . h2o allow user to fit thousand of potential model as part of discover pattern in datum . ,37,Data mining and machine learning software,0
274,H2O (software)," the h2o software run can be call from the statistical package r , python , and other environment . It be use for explore and analyzing dataset hold in cloud computing system and in the apache hadoop distributed file system as well as in the conventional operating - system linux , macos , and microsoft windows . the h2o software be write in java , python , and r. Its graphical - user interface be compatible with four browser : chrome , safari , firefox , and internet explorer . ",90,Data mining and machine learning software,1
275,Validation set," redirect training , validation , and test sets#validation set 
 category : machine learning ",14,Machine learning,0
276,IcCube," iccube be a company found in switzerland that provide business intelligence software of the same name . the solution can be fully embed as an integrate solution , can be host in a manage environment or instal locally , on premise . ",42,Data analysis software,0
276,IcCube," the bi tool allow end - user to create or edit dashboard themselves and be capable of process datum from multiple source in real - time . the solution distinguish itself by make the dashboard , the dashboard builder , the schema / cube builder and the server monitoring application accessible from a browser only . no software have to be instal at the device of the end - user . ",71,Data analysis software,1
276,IcCube," next to the browser - base dashboard builder , datum can be access by run query directly on the olap cube use mdx , sql or r. ",27,Data analysis software,2
277,LIBSVM," libsvm and liblinear be two popular open source machine learning library , both develop at the national taiwan university and both write in c++ though with a c api . libsvm implement the sequential minimal optimization ( smo ) algorithm for kernelized support vector machine ( svm ) , support classification and regression . 
 liblinear implement linear svm and logistic regression model train use a coordinate descent algorithm . ",70,Data mining and machine learning software,0
277,LIBSVM," the svm learn code from both library be often reuse in other open source machine learning toolkit , include gate , knime , orange and scikit - learn . 
 bindings and port exist for programming language such as java , matlab , r , and python . ",48,Data mining and machine learning software,1
277,LIBSVM, both library be free software release under the 3-clause bsd license . ,12,Data mining and machine learning software,2
278,Apache Flume," apache flume be a distribute , reliable , and available software for efficiently collect , aggregate , and move large amount of log datum . It have a simple and flexible architecture base on stream datum flow . It be robust and fault tolerant with tunable reliability mechanism and many failover and recovery mechanism . It use a simple extensible datum model that allow for online analytic application . ",69,Data mining and machine learning software,0
279,Wolfram Language," the wolfram language be a general multi - paradigm computational language develop by wolfram research and be the programming language of the mathematical symbolic computation program mathematica and the wolfram programming cloud . It emphasize symbolic computation , functional programming , and rule - base programming and can employ arbitrary structure and datum . ",54,Data mining and machine learning software,0
279,Wolfram Language," It include build - in function for generate and run turing machine , create graphic and audio , analyzing 3d model , matrix manipulation , and solve differential equation . It be extensively document . ",35,Data mining and machine learning software,1
